photo_id,photo_url,id,label,x,y,z,class
452069282.0,https://inaturalist-open-data.s3.amazonaws.com/photos/452069282/original.jpg,252523725.0,Jamaican Fruit-eating Bat,-0.1359341608847862,0.4627990902249406,-0.3379528852769886,Non-Expert Cave
452069393.0,https://inaturalist-open-data.s3.amazonaws.com/photos/452069393/original.jpg,252523725.0,Jamaican Fruit-eating Bat,-0.1174898945222048,0.4556109631745355,-0.316904692353902,Non-Expert Cave
452069010.0,https://inaturalist-open-data.s3.amazonaws.com/photos/452069010/original.jpg,252523725.0,Jamaican Fruit-eating Bat,0.1326561906645336,0.4923826848074761,-0.0630205032700227,Non-Expert Cave
452069122.0,https://inaturalist-open-data.s3.amazonaws.com/photos/452069122/original.jpg,252523725.0,Jamaican Fruit-eating Bat,0.0153170697220295,0.4872407982380433,-0.1280117544188251,Non-Expert Cave
452063406.0,https://inaturalist-open-data.s3.amazonaws.com/photos/452063406/original.jpg,252523725.0,Jamaican Fruit-eating Bat,-0.060717951468736,0.5120029533367765,-0.300186040463073,Non-Expert Cave
452063410.0,https://inaturalist-open-data.s3.amazonaws.com/photos/452063410/original.jpg,252523725.0,Jamaican Fruit-eating Bat,-0.1196019320597654,0.4832129424459288,-0.3515941542340463,Non-Expert Cave
452064575.0,https://inaturalist-open-data.s3.amazonaws.com/photos/452064575/original.jpg,252523725.0,Jamaican Fruit-eating Bat,-0.1300821730138771,0.4294695797103751,-0.3154273835645821,Non-Expert Cave
451662698.0,https://inaturalist-open-data.s3.amazonaws.com/photos/451662698/original.jpeg,252320951.0,Molossus molossus,0.995537163696435,0.3992758967370149,0.5339929019303762,Non-Expert Urban
451662754.0,https://inaturalist-open-data.s3.amazonaws.com/photos/451662754/original.jpeg,252320951.0,Molossus molossus,0.9912672579744944,0.4292736951282501,0.4710594019337724,Non-Expert Urban
451662809.0,https://inaturalist-open-data.s3.amazonaws.com/photos/451662809/original.jpeg,252320951.0,Molossus molossus,1.0,0.4330684984944515,0.4891558887095664,Non-Expert Urban
451662863.0,https://inaturalist-open-data.s3.amazonaws.com/photos/451662863/original.jpeg,252320951.0,Molossus molossus,0.991604051573042,0.4345870225627226,0.4728251850457237,Non-Expert Urban
450437255.0,https://inaturalist-open-data.s3.amazonaws.com/photos/450437255/original.jpeg,251619324.0,Velvety Free-tailed Bat,0.3075433699469849,0.3027392868294407,0.3869442684106789,Non-Expert Urban
450437275.0,https://inaturalist-open-data.s3.amazonaws.com/photos/450437275/original.jpeg,251619324.0,Velvety Free-tailed Bat,0.2125374153025756,0.2785453644415907,0.3830511994611907,Non-Expert Urban
450437295.0,https://inaturalist-open-data.s3.amazonaws.com/photos/450437295/original.jpeg,251619324.0,Velvety Free-tailed Bat,0.2226027912816341,0.3605178719567778,0.2849752673907069,Non-Expert Urban
448707049.0,https://static.inaturalist.org/photos/448707049/original.jpeg,250849061.0,Jamaican Fruit-eating Bat,0.1308854938244488,0.6811086062811984,-0.3260377554417076,Non-Expert Cave
448707009.0,https://static.inaturalist.org/photos/448707009/original.jpeg,250849056.0,Jamaican Fruit-eating Bat,0.2242295480353218,0.7631109150405035,-0.3788099233226033,Non-Expert Cave
445123506.0,https://inaturalist-open-data.s3.amazonaws.com/photos/445123506/original.jpeg,249050619.0,Neotropical Fruit Bats,-0.9711745526463884,-0.1225793813897925,0.6324017076515327,Non-Expert Cave
445123522.0,https://inaturalist-open-data.s3.amazonaws.com/photos/445123522/original.jpeg,249050619.0,Neotropical Fruit Bats,-0.9785093571845884,-0.1691965634812537,0.6979637449159133,Non-Expert Cave
445123535.0,https://inaturalist-open-data.s3.amazonaws.com/photos/445123535/original.jpeg,249050619.0,Neotropical Fruit Bats,-0.9981335571841876,-0.1056506005034401,0.6932307280228176,Non-Expert Cave
445123543.0,https://inaturalist-open-data.s3.amazonaws.com/photos/445123543/original.jpeg,249050619.0,Neotropical Fruit Bats,-0.9660734526543472,-0.1882539568267032,0.7158544905431854,Non-Expert Cave
445123562.0,https://inaturalist-open-data.s3.amazonaws.com/photos/445123562/original.jpeg,249050619.0,Neotropical Fruit Bats,-0.953949782250479,-0.1135927994836681,0.6523100752022712,Non-Expert Cave
442333913.0,https://inaturalist-open-data.s3.amazonaws.com/photos/442333913/original.jpeg,247642427.0,ghost-faced bats,0.9206831808051388,0.4762993886559388,0.2913071453318594,Non-Expert Urban
442333932.0,https://inaturalist-open-data.s3.amazonaws.com/photos/442333932/original.jpeg,247642427.0,ghost-faced bats,0.9088856427226716,0.4882855160093788,0.3431335347396842,Non-Expert Urban
442333941.0,https://inaturalist-open-data.s3.amazonaws.com/photos/442333941/original.jpeg,247642427.0,ghost-faced bats,0.919551544038088,0.4847582541493627,0.3750908609199541,Non-Expert Urban
442332550.0,https://inaturalist-open-data.s3.amazonaws.com/photos/442332550/original.jpeg,247641727.0,,-0.4725009953522482,-0.4701198160693997,0.5417630269569427,Non-Expert Urban
442332574.0,https://inaturalist-open-data.s3.amazonaws.com/photos/442332574/original.jpeg,247641727.0,,-0.4985552813423693,-0.4632126243427613,0.5503959061393353,Non-Expert Urban
442332588.0,https://inaturalist-open-data.s3.amazonaws.com/photos/442332588/original.jpeg,247641727.0,,-0.7303932048564661,-0.3307758954813444,0.5611618940219576,Non-Expert Urban
442332605.0,https://inaturalist-open-data.s3.amazonaws.com/photos/442332605/original.jpeg,247641727.0,,-0.652076028110628,-0.4524972354323396,0.6644449210565393,Non-Expert Urban
440199180.0,https://inaturalist-open-data.s3.amazonaws.com/photos/440199180/original.jpeg,246563223.0,Antillean Ghost-faced Bat,0.9197763300020312,0.4843735167393421,0.3843089378030915,Non-Expert Urban
440199204.0,https://inaturalist-open-data.s3.amazonaws.com/photos/440199204/original.jpeg,246563223.0,Antillean Ghost-faced Bat,0.9632006109656814,0.4310252716224352,0.3577722115523656,Non-Expert Urban
440199220.0,https://inaturalist-open-data.s3.amazonaws.com/photos/440199220/original.jpeg,246563223.0,Antillean Ghost-faced Bat,0.9599382601586944,0.4368130750447228,0.3584112707330307,Non-Expert Urban
423905239.0,https://inaturalist-open-data.s3.amazonaws.com/photos/423905239/original.jpeg,238131940.0,Vespertilionoid Bats,-0.3202366865182215,0.3118018786503387,-0.0164282366139665,Non-Expert Cave
424197326.0,https://inaturalist-open-data.s3.amazonaws.com/photos/424197326/original.jpeg,238131940.0,Vespertilionoid Bats,-0.2815316519959785,0.3426173696049073,-0.0517481204284464,Non-Expert Cave
424197393.0,https://inaturalist-open-data.s3.amazonaws.com/photos/424197393/original.jpeg,238131940.0,Vespertilionoid Bats,-0.2847673881448345,0.3373140875336207,-0.0601186311226188,Non-Expert Cave
421552075.0,https://static.inaturalist.org/photos/421552075/original.jpeg,236911414.0,,-1.0,-0.3688635596916407,0.4111814491358387,Non-Expert Cave
421552102.0,https://static.inaturalist.org/photos/421552102/original.jpeg,236911414.0,,-0.9792867312724648,-0.3987532030059074,0.3864842622578535,Non-Expert Cave
421551834.0,https://static.inaturalist.org/photos/421551834/original.jpeg,236023256.0,Jamaican Fruit-eating Bat,-0.0818139215111123,0.5249316706024956,0.3401449504619958,Non-Expert Cave
421551801.0,https://static.inaturalist.org/photos/421551801/original.jpeg,236023256.0,Jamaican Fruit-eating Bat,-0.5746317145301493,0.0830843617971492,0.357838689234788,Non-Expert Cave
421551865.0,https://static.inaturalist.org/photos/421551865/original.jpeg,236023256.0,Jamaican Fruit-eating Bat,-0.9711647391334484,-0.3946674189527539,0.3650173084593575,Non-Expert Cave
416996841.0,https://inaturalist-open-data.s3.amazonaws.com/photos/416996841/original.jpeg,234554323.0,Neotropical Fruit Bats,-0.3514193294041261,-0.445965405443415,0.4092385539502785,Non-Expert Urban
416996875.0,https://inaturalist-open-data.s3.amazonaws.com/photos/416996875/original.jpeg,234554323.0,Neotropical Fruit Bats,0.8083793425244332,0.2435489933290417,-0.248913987583716,Non-Expert Urban
415878695.0,https://inaturalist-open-data.s3.amazonaws.com/photos/415878695/original.jpeg,233974250.0,Neotropical Fruit Bats,-0.5432805207060242,0.2004182219539736,0.5808851430628841,Non-Expert Cave
415878734.0,https://inaturalist-open-data.s3.amazonaws.com/photos/415878734/original.jpeg,233974250.0,Neotropical Fruit Bats,-0.6008637227258198,0.1176437596111104,0.5762392264909193,Non-Expert Cave
409425479.0,https://inaturalist-open-data.s3.amazonaws.com/photos/409425479/original.jpg,230577397.0,Jamaican Fruit-eating Bat,0.1202368046914141,0.5307750583677457,-0.1470178208712751,Non-Expert Cave
409422072.0,https://inaturalist-open-data.s3.amazonaws.com/photos/409422072/original.jpg,230575880.0,Jamaican Fruit-eating Bat,-0.008651742009013,0.4932512738776189,-0.2099750975572121,Non-Expert Cave
408543388.0,https://inaturalist-open-data.s3.amazonaws.com/photos/408543388/original.jpeg,230110099.0,Leach's Single Leaf Bat,0.7434298145518365,0.6415616856454274,0.45696273659019,Expert Non-Urban
407562546.0,https://inaturalist-open-data.s3.amazonaws.com/photos/407562546/original.jpeg,229596015.0,Antillean Fruit-eating Bat,0.4301628544765472,0.5437409434772529,0.2922388033628973,Non-Expert Cave
406292134.0,https://static.inaturalist.org/photos/406292134/original.jpeg,228919898.0,Jamaican Fruit-eating Bat,-0.085285772836494,0.5439388371320155,0.1061420526173282,Non-Expert Cave
406292245.0,https://static.inaturalist.org/photos/406292245/original.jpeg,228919898.0,Jamaican Fruit-eating Bat,-0.1775165841946232,0.4855635574314338,0.0949369238398671,Non-Expert Cave
396691717.0,https://static.inaturalist.org/photos/396691717/original.jpeg,223861968.0,Neotropical Fruit Bats,-0.3574194961824662,0.3241131409255631,0.1916071198083111,Non-Expert Cave
389015844.0,https://static.inaturalist.org/photos/389015844/original.jpg,219763124.0,Greater Bulldog Bat,0.3304123489136468,0.294408332293917,-0.0344621276157998,Non-Expert Cave
